"message";"is_toxic"
"ha...i was looking for the dcheck to add here, but i believe it is sitting right in front of my eyes...i'll have to add a version that is assert_blocking_allowed so my feeble brain can see it.";"0"
"does ironic programmatically decide to delete the instance, or does someone issue an api call or via nova to delete it. and why would you want to make it available again if it couldn't be trusted";"0"
"delete is the classmethod which calls the credential_api with the id.";"0"
"otherwise here it gets expanded incorrectly: ... dm_verity.dev_wait=... partuuid=%u/partnroff=1 231324650 abcd898e89f 4651321 ...";"0"
"the update to eapi=4 means you can drop all these die statements";"0"
"haha, did you do this because i made such a big stink about char in c++ you are welcome to do arrays.equals on the byte s. :";"0"
"i think _le should be used here.";"0"
"example: <div dir=ltr><span dir=rtl>abc</span></div>, converting logical caret position abc 0 to visual in this case: - abc 0's lower-level side the line begin sentinel of level 0 , and higher level side is 'a' of level 2 - it is owned by the higher level side 'a' - there is no neighbor box, as line begin sentinel is a dummy";"0"
"i see. ssh -t -t can let you kill ssh process and remote process, but i am not sure about adb.";"0"
"this should be force = body.get 'force', true";"0"
"can we call this pcidevicepool";"0"
"darn whitespace : only do it if we need another patchset...";"1"
"can you add an endline after the colon pretty please it'll make for easier copying and pasting.";"0"
"this should probably be testtools.testcase.testskipped";"0"
"you can create tmpfs up to the size of ram + swap. however, tmpfs_check would not passif creating dib_min_tmpfs*2 sized tmpfs would be bigger than ram. the only thing this does is _shrink_ tmpfs's to be only the size we presume them to need to be with dib_min_tmpfs.";"0"
"so umm file_bugs=false so just remove the bug_template=_bug_template.";"0"
"endpointurl should be inside <replaceable> tags";"0"
"darn, man :";"1"
"can not we use here just self._batch = cfg.conf.batch_polled_samples or even get rid of self._batch";"0"
"looking at the failure logs of your trybots, it looks like cryptohome tries to do #include <crypto/scoped_openssl_types.h> this line fails.";"0"
"i am not sure that this is really possible, but i am analand wanted to add it just in case.";"1"
"afaict git-r3 can not be used yet, because it has depend="">=dev-vcs/git-1.8.2.1"" but portage-stable currently has dev-vcs/git/git-1.8.1.5-r1.ebuild.";"0"
"sorry, did not see this earlier rather use the pimp member to do this here and elsewhere further down - calling lock repeatedly seems inefficient to me, when we already have a shared_ptr member";"0"
"that repeats the ugly instantiation twice. it ""encapsulates"" the typedef better, though i do not think that is really that important in tests. with respect to the name: the assembler classis assemblerx86_64. thus the name.";"0"
"i may sound like a complete idiot... :- but still... how about this mod except oslo_messaging.messagingtimeout: with excutils.save_and_reraise_exception : wait = random.uniform 0, transport.conf.rpc_response_timeout ceiling = transport.conf.rpc_response_timeout * 10 new_timeout = min self._original_context.timeout * 2, ceiling log.warning _lw ""modified timeout for % method s call "" ""to % new s seconds."" , {'method': scoped_method, 'new': new_timeout - wait } self._method_timeouts scoped_method = new_timeout - wait no need to call import time and call sleep , but still achieve spread!";"0"
"yes, because: if ovs l2 pop => l2 pop is true in ovs if ovs only => l2 pop is false in ovs if l2 pop only => does not make sense at all.";"0"
"ahrg, stupid backport mistake... will fix";"1"
"but is that what we want and what linus intended , or just us carrying over old stupidity into 64-bit";"1"
"i'll remove it from here and the others above!";"0"
"sure gary, i am going to work on that if all run well i will push a new patchset.";"0"
"those blasted patch requests are the worst... this and the 'path_info' in resp.environ check above are a bit overly defensive for my tastes. it is just distracting. ""why is this code here how does this happenisswob broken should i re-read pep333 "" wait... should i /me wastes an 10 mins nope - must be present - phew.";"0"
"oops! i am going to nuke this comment entirely. new patch coming up.";"1"
"child here should be a plain cbb, so: bssl::scopedcbb output_cbb; cbb child;";"0"
"yeah, that seems silly. the macro name is almost as long as the inline text, and it encourages you to use the bad form that does not include a message. not sure what they were thinking there!";"0"
"i have a couple of concerns here. the most minor one is that this now forces us to use this decorator only on instance or classmethods; is there anywhere where this is not the case the second concern is that, if i recall correctly, the get_context_from_function_and_args function was created because the decorator was used on some methods where context had to be searched for, which argues that, for those methods, it is not the first non-self argument to the method. this means that, for those methods, this could result in a notify still containing the context, but missing the first argument to the method, which may be rather useful. also, it is worth pointing out that there are no other consumers of get_context_from_function_and_args . it is used in nova/openstack/common/notifier/api.py, butthe version used is of course from nova/openstack/common/context.py. given that, this patch should probably also remove the function, assuming my two concerns above are not a factor";"0"
"do you have already a potential fix from what you describe here i do not see a way out. if we need to kill overlapping ips, maybe let us just do that...";"0"
"this is a dumb question i am only starting to look at this patch . why not leave 'logical name' of the node, at the api level, and internally, continue to stick with our node_uuid eg, can not you get the node's uuid from rpc_node";"0"
"it is describing from the point-in-time of 'until'. so, stuff will be happening until a certain point in time, where some stuff happened before it. damnenglish grammar :-";"1"
"remove this left over from experimentation with std::current_exception , that havn't worked.";"0"
"a space is needed after failed!! _le 'import pywbem failed!! '";"0"
"you still need the cachectl for bcache...";"0"
"why are we adding all this crapback in you can not passcts with most of these set to false. we left in the only ones you could actually mess with and still passcts.";"1"
"can you get rid of this trailing white space";"0"
"i think you need a install -r tools/pip-requires";"0"
"yeah, that does look ugly... :-/ i take back my comment and agree that expect_true is better. btw, i think that reinterpret_cast is the way to go here regardless";"1"
